5.825766614098171203e-05 1.757666057841654003e-10
1.013433672302266331e-02 1.741364630195928234e-06
2.021096965731583595e-02 1.725277623013420239e-06
3.032150890463825021e-02 1.712606580804077222e-06
4.043246418968848843e-02 1.737245842457977506e-06
5.051519835630102762e-02 1.876018318372754292e-06
6.062185386382346053e-02 2.158517028123068488e-06
7.070861818341533933e-02 2.456950153648837680e-06
8.082362231113737749e-02 2.724591624802065062e-06
9.093329041905295895e-02 2.932197564333083123e-06
1.010331366885273141e-01 3.112886171826974152e-06
1.111172488858089835e-01 3.265054586874124122e-06
1.212198801631627632e-01 3.398466748952466764e-06
1.313442165925122751e-01 3.520455910105889653e-06
1.414325842379264841e-01 3.640328379982761331e-06
1.515234354464984889e-01 3.776992937170379097e-06
1.616485678333985376e-01 3.929172606315113569e-06
1.717403512088448991e-01 4.082267306988381207e-06
1.818311230194842310e-01 4.231042049477346458e-06
1.919508862749568223e-01 4.364125200510628096e-06
2.020323421276390974e-01 4.475395923980408549e-06
2.121420754294058852e-01 4.564004562730869238e-06
2.222476767046899226e-01 4.631514013172538439e-06
2.323509342671608024e-01 4.674383276481227777e-06
2.424526907615272009e-01 4.694585451067775945e-06
2.525528770855736127e-01 4.691336912526782861e-06
2.626517787208841881e-01 4.665802235873029267e-06
2.727511012465235751e-01 4.630708124905436520e-06
2.828492455834492603e-01 4.565344931124845645e-06
2.929455441006796335e-01 4.485850484376543480e-06
3.030419826228438751e-01 4.379644895393430158e-06
3.131358562058501604e-01 4.242333468512137175e-06
3.232655050758319604e-01 4.114208616536609191e-06
3.333635481710004456e-01 3.949204217715908618e-06
3.434525952219535938e-01 3.777742982938712950e-06
3.535469374089545980e-01 3.709813009866718530e-06
3.636677444463893849e-01 3.753613773288019400e-06
3.737595690856974073e-01 3.793219353391154902e-06
3.838491982420269011e-01 3.802354505196788876e-06
3.939405881110058516e-01 3.783419130446323895e-06
4.040591352139646375e-01 3.735866011185986561e-06
4.141678455278601234e-01 3.676126665430259176e-06
4.242645181487842976e-01 3.614081516077614602e-06
4.343539829356295456e-01 3.540259646174050187e-06
4.444448723501439602e-01 3.458467144693170512e-06
4.545737662017064196e-01 3.400777260353270552e-06
4.646718185756419928e-01 3.348480267973208133e-06
4.747730355884911546e-01 3.294713107258588770e-06
4.848773527434149244e-01 3.244052330437814889e-06
4.949821058507746230e-01 3.196499841881079828e-06
5.050519441423588773e-01 3.147609829933541396e-06
5.151537994318342584e-01 3.096135973929587147e-06
5.252558756396146222e-01 3.041601265027233441e-06
5.353592290740927240e-01 2.987243882170111433e-06
5.454640251305091780e-01 2.932906094249826639e-06
5.555713534390029906e-01 2.878820153672404418e-06
5.656814419485227674e-01 2.827785377717637710e-06
5.757607678281368990e-01 2.782375602822452943e-06
5.858751380668980602e-01 2.740377540068617188e-06
5.959910792991829354e-01 2.701191936391543142e-06
6.060752624542713463e-01 2.664850281746781149e-06
6.161941410804505637e-01 2.631437341179870570e-06
6.262808220497335654e-01 2.600289559685134287e-06
6.363684701735916605e-01 2.570157833203438052e-06
6.464903277860880593e-01 2.540689722044402598e-06
6.565796512484762815e-01 2.512317664775999689e-06
6.666695715951682644e-01 2.484836451181567546e-06
6.767933362595757174e-01 2.458024282382753653e-06
6.868843298616882365e-01 2.432116485926688300e-06
6.969758189964094797e-01 2.407068718885230350e-06
7.071010287295296237e-01 2.382686441116690558e-06
7.171932824772051518e-01 2.358834863418719427e-06
7.272858481334996128e-01 2.335248134973395027e-06
7.373786794129078004e-01 2.311804409944173062e-06
7.475050606578017565e-01 2.288204835070804151e-06
7.575984027599274029e-01 2.264509221128020533e-06
7.676920719665760728e-01 2.240628132199219364e-06
7.777861482672081550e-01 2.216747163500869190e-06
7.878806949486190092e-01 2.192935961232753756e-06
7.980090867210121175e-01 2.169172275078342747e-06
8.081047353597323735e-01 2.145674166616167494e-06
8.182009852759719593e-01 2.122422570590988573e-06
8.282978565054062159e-01 2.099445359784848945e-06
8.383953709141280797e-01 2.076728728292271240e-06
8.484935545272369595e-01 2.054261423901484778e-06
8.585924346523272632e-01 2.032086793044128557e-06
8.686920391850865286e-01 2.010297166476401543e-06
8.787923888886366441e-01 1.988914176973861197e-06
8.888934932982541781e-01 1.967928693789297107e-06
8.989953519406279625e-01 1.947412946891223859e-06
9.090979584578695594e-01 1.927373947415240542e-06
9.192012978329042738e-01 1.907794078962479814e-06
9.293053530245849458e-01 1.888659386760597333e-06
9.394101051377958811e-01 1.869941692928909611e-06
9.495155362682332623e-01 1.851621821818280038e-06
9.596216295935127150e-01 1.833678758217602486e-06
9.697283681429622604e-01 1.816085168358523900e-06
9.798023754055913415e-01 1.798874100450021098e-06
9.899103482474469473e-01 1.781910320295839170e-06
1.000018912926889492e+00 1.765236192826265447e-10
